Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;;
A1QKKD813YA5BJ;972683275;JIM BATTLECAT;[0, 0];This is the smallest articulating tv mount I have seen so far it is holding up a 40 inch flatscreen effortlessly and makes the room look bigger with out being noticable;5.0;great;1360454400;02 10, 2013;;
A1QKUDP9EUHJXH;972683275;Jennifer Ingberg;[0, 0];Used this for the bedroom. Put it in the corner but was only able to hit the stud with a couple bolts.;4.0;Insignia;1367193600;04 29, 2013;;
A1QPW8EFCNQJB6;972683275;Karen Jordan;[0, 0];"this item arrived on time and works awesome it is now holding my 32&#34; tv and it was shipped in a great and timely fashion";5.0;great;1360540800;02 11, 2013;;
A1R2514DVWIIMV;972683275;Jamie Richardson;[1, 1];Perhaps I misunderstood how to install the mount, but I:1) Installed the mount to the wall (easy enough)2) Attach TV the mount with some screws (difficult for one person)With one arm I held the TV (heavy!). The other arm was trying to attach some small screws connecting the TV to the mount. It took quite an effort to hold the TV for that long. Certainly having two people installing this would be waaaay easier :-)I have another similar mount where the TV back plate and the mount are separate parts. So once the back plate is installed, you slide the connecting parts together. Much easier! :-);4.0;Solid, but not the best mount I've had;1293408000;12 27, 2010;;
A1R4KD3T10FOG0;972683275;Penney;[0, 0];Great mount that gives you all the features for 360 viewing.  Follow instructions and enjoy your flat screen TV as never before.;5.0;Bedroom wall Mount;1392768000;02 19, 2014;;
A1RDICEF7NSVHV;972683275;"J. Just \Rick Just (.com)\""""";[0, 0];The quality of construction is very good. It wasn't unduly difficult to install, but would be easier with two people, especially with larger sets.;4.0;Good quality;1293408000;12 27, 2010;;
A1RGY08MHYC8AG;972683275;Alonso Ramirez;[0, 0];Unbelievable price for such a great item, it has a great design and seems pretty sturdy and reliable to keep your T.V. safe.;4.0;Amazing;1377907200;08 31, 2013;;
A1RI8HAZRUWZM6;972683275;Michael A. Raney;[0, 0];"Easy to attach. Easy to adjust. Very Solid and secure. Used on a clients 29&#34; LED with built in DVD.";5.0;Best buy for your buck.;1384041600;11 10, 2013;;
A1RJD803EYM353;972683275;Allan Kramer;[0, 0];This mount worked very well. Assembly was quick and fit perfectly on my 42.inch display. The price is impossible to beat.;5.0;Excellent price;1360454400;02 10, 2013;;
A1RJTUPD2F4GCX;972683275;Kellie Hoppe;[3, 3];"Seeing all of the positive reviews I expected this TV mount to work like a charm.  However, once it was mounted on the wall the first bracket was bending under the weight of my TV.  My TV is well within the specified limits, it's a 32\ Dynex that's under 55 lbs. so I expected the mount to work fine.  The TV was tilted because of the stress on the bracket and I didn't trust the mount not to break.  I'm returning it for a sturdier mount.""";1.0;I really was hoping this would work, but...;1327363200;01 24, 2012;;
A1RKIVV5VR3RJ8;972683275;"Dylan Noya \Game x-pert\""""";[0, 0];This is a great product I was on vacation visiting family when I ordered it. In arrived in the two weeks that I was there. The construction of the product was excellent although you may want to loosen the swaying arm with the tool. Installation wasn't to bad but i reccomend using two or even 3 in your a clutz to help put it up. it wasn't a huge pain in just took alot of exactness. It is still hung on the wall so look at the specifications and then buy if they match.;4.0;Pretty good deal;1293408000;12 27, 2010;;
A1RPEK98P97J7W;972683275;Douglas P. Witteman;[0, 0];"Solid tv mount.  I attached a 42&#34; LCD to this and it holds it rock solid with the ability to pull away from the wall to plug in additional inputs.  Don't let the low price make you wonder.  This thing is rock solid and will do the job.";5.0;Excellent mount.  Very reasonable price.;1359504000;01 30, 2013;;
A1RPOL9OFAQ0E1;972683275;Ryclegman;[0, 0];Held up our new samsung smart TV! works perfect and have had no issues! holds up really nice compared to the $100 versions from Best buy;5.0;Worked good;1390435200;01 23, 2014;;
A1S6MB867Q8B8S;972683275;Reader;[0, 0];"I was skeptical and unsure whether I should order this wall mount but after reading the reviews I decided to take a chance, I figured I have nothing to lose. This wall mount was easy to install and I was able to hook up my 42&#34; TV without worrying that it would fall. The instructions were easy to follow and my TV looks great!";4.0;Great for the price;1377907200;08 31, 2013;;
A1S8E2JSVXHIPB;972683275;Nancy;[0, 0];We needed something to Extend our tv away from the hot pipe for the winter and this wall mount did the trick. It went up with no a problems. It worked out very well!;5.0;Great Wall mount!!;1378857600;09 11, 2013;;
A1SFB394R1NHNB;972683275;Cashae;[0, 0];Great deal, just as good as the 100 dollar ones I bought. Fast shipping. Will buy another one when I need it.;5.0;Wall mount;1324944000;12 27, 2011;;
A1SIV0P0QLCP3X;972683275;"Marilyn DeGannes \Marilyn DeGannes\""""";[0, 0];My second order of this item.  Amazon has the best price for wall mounts,  Please with this product and I would order another when I buy another tv.;5.0;Delivered on time;1394928000;03 16, 2014;;
A1SJ4E4I684N6M;972683275;Amazon Customer;[0, 0];Perfect price and works like a charm. Can't beat it. I would recommend this product to anyone. I have had them for over a month with no issues. Easy install.;5.0;Perfect;1377561600;08 27, 2013;;
A1SMK2N4JHOWLT;972683275;"Mahousu \yep\""""";[0, 0];"After we located the stud and predrilled all the holes for the screws, this installed very securely and provides a good range of motion.The one hiccup was the plate that attaches to the monitor - while it had all the screw holes in the right place for our monitor (Viewsonic 22\), one of its \""wings\"" extended over and blocked the cord and DVI sockets on the back of the monitor. I had to do some judicious hacksaw work to provide access. This had no effect on the strength of the mount, since it was all past the screw holes. But be aware a little additional work may be necessary on your install.""";4.0;Very strong mount, but check for blockage;1340582400;06 25, 2012;;
A1SR2IFR1CBPQW;972683275;cody;[0, 0];This is my first Tv wall mount and I couldn't ask for any thing better. You can watch your Tv from any direction. Comes all different types of screws to hold your Tv to the mount. Also comes with2.5 inch long bolts to hold mount on the wall.;5.0;Great product;1359417600;01 29, 2013;;
A1SS291G5X84WC;972683275;Doug Hodges;[0, 2];The wall mount did not come with extenders for larger TVs. It is pictured with extenders and no where in the listing does it say they are not included and must be purchased separately.  Not very pleased with purchase.;2.0;Extenders not included!!;1362960000;03 11, 2013;;
A1SUS5G1DY6WUM;972683275;Hollenbeck;[0, 0];Product arrived in a timely manor and in new condition.  The only negative was the arm drops slightly at the elbow joint (due to weight of the TV).  This was / is easy to correct because this model has a tilt adjustment.  I would buy this product again.;5.0;Good TV Mount;1305244800;05 13, 2011;;
A1T691B9IS7771;972683275;Tom Ring;[0, 0];I bought this wall mount to hold a 26 inch Samsung LED television in my den. The mount easily allows me to position the television in the two locations I regularly watch from. It is a well built mount that has all the adjustments you'll need. I had to make one modification/cut in one corner of the mounting plate to clear the location where my antenna cable connection goes into the back of the television. This is no fault of the mount it just relates to the size and brand/model of television. Not in any way a problem for me. Coupled with a few cable ties and wall mounted plastic track for the cables, it gives me a clean installation. I fully recommend this mount.;5.0;Strong TV wall mount. Does the job.;1340236800;06 21, 2012;;
A1T9HSDEEX2XOW;972683275;T. White;[0, 0];We used this to install a 42 inch LG in my son's room.  We didn't have to use the arms, the screw holes lined up perfectly.;4.0;Easy to install and strong;1363219200;03 14, 2013;;
A1TDQTL9185HTU;972683275;Amy Waltz;[0, 0];We have been very pleased with this product and it was surprisingly easy to install.;5.0;Great product;1404777600;07 8, 2014;;
A1TGX98768Z3Y2;972683275;SouthernJill;[0, 0];Fast for hubby to throw up. Allows me to put the tv wherever I wanted it then tilt it do I can see wherever I am. When I'm done, just push it back so no big tv sticking out. It's great!;5.0;Perfect;1368921600;05 19, 2013;;
A1THJB1ORM3U2I;972683275;shadowlander1_1;[1, 1];"If you want a wall mount that is universal and can be moved in all directions this is the one to get.  My 42&#34; Samsung 3D tv mounted easily and the extensions were not required.  I mounted it to a stud and it seems to be very secure.  I am able to swing the tv to watch from my bed or from the lazyboy chair without a problem.";5.0;Awesome;1377907200;08 31, 2013;;
A1TSQF40H4MIWM;972683275;Ed Binkley;[0, 0];The TV wall mount was effective but did not exactly fit the bolt holes on the set.  It is convenient for wheel chair patient use in the small room for TV access to both chair and sofa.;5.0;TV wall mount;1402790400;06 15, 2014;;
A1TTW3G7D18GS5;972683275;LaRue;[1, 1];It works great for our TV and was so reasonably priced compared to all the others we had looked at in stores.;5.0;Mount;1359244800;01 27, 2013;;
A1TZ59UDCG6JFV;972683275;Zackary Runner;[0, 0];Just what I needed.  I mounted this high, and it swings out and pivots into the open doorway for a more natural viewing  angle from my exercise machine.  My one complaint is that it is pretty hard to change the tilt since I may be on the floor or raised up on the elliptical trainer.  I completely understand the complexity here -- the weight of the TV means you need something solid and tight or it would always droop (no drooping here) but I think they could have come up with an alternative to give the control without breaking out a wrench.;4.0;great range;1355097600;12 10, 2012;;
A1UAP0NDDZE7RV;972683275;Maisha Tate;[0, 0];We bought 2 of these. One to go with a new purchase and one older TV. The functionality seems to be just what we need.  Thanks for the fast shipment!!;4.0;Bought 2--- features seem awesome;1375401600;08 2, 2013;;
A1UDBJBAR7516G;972683275;Joe;[0, 0];Sturdy & does the job well.I research the products before purchasing & this one is it. Take my word for it.;5.0;The Best For The Money;1356220800;12 23, 2012;;
